Rank,Title,Score,Episodes
530,Gosick,8.05,TV
531,Boku no Hero Academia 3rd Season,8.04,TV
532,Dennou Coil,8.04,TV
533,Fate/stay night: Unlimited Blade Works Prologue,8.04,Special
534,Golden Boy,8.04,OVA
535,Haikyuu!! Movie 2: Shousha to Haisha,8.04,Movie
536,Kamisama Hajimemashita OVA,8.04,OVA
537,Kill la Kill,8.04,TV
538,Paprika,8.04,Movie
539,xxxHOLiC Shunmuki,8.04,OVA
540,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.03,OVA
541,Akatsuki no Yona,8.03,TV
542,Black Lagoon,8.03,TV
543,Detective Conan Movie 03: The Last Wizard of the Century,8.03,Movie
544,Detective Conan Movie 04: Captured in Her Eyes,8.03,Movie
545,Detective Conan Movie 10: Requiem of the Detectives,8.03,Movie
546,Doupo Cangqiong: San Nian Zhi Yue,8.03,ONA
547,FLCL,8.03,OVA
548,Full Metal Panic? Fumoffu,8.03,TV
549,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.03,Movie
550,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.03,OVA
551,Lovely★Complex,8.03,TV
552,SK∞,8.03,TV
553,Summer Wars,8.03,Movie
554,Magi: The Labyrinth of Magic,8.02,TV
555,Persona 3 the Movie 4: Winter of Rebirth,8.02,Movie
556,Quanzhi Gaoshou: Dianfeng Rongyao,8.02,Movie
557,Saiunkoku Monogatari 2nd Season,8.02,TV
558,Slayers Next,8.02,TV
559,Toaru Kagaku no Railgun S,8.02,TV
560,BanG Dream! 3rd Season,8.02,TV
561,Black Lagoon: Roberta's Blood Trail,8.02,OVA
562,D.Gray-man,8.02,TV
563,Ginga Nagareboshi Gin,8.02,TV
564,Juuni Kokuki,8.02,TV
565,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.02,Movie
566,Baby Steps 2nd Season,8.01,TV
567,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,8.01,Movie
568,Eve no Jikan,8.01,ONA
569,Kaichou wa Maid-sama!,8.01,TV
570,Kidou Senshi Gundam: Dai 08 MS Shoutai,8.01,OVA
571,Omae Umasou da na,8.01,Movie
572,Pui Pui Molcar,8.01,TV
573,Shokugeki no Souma: San no Sara,8.01,TV
574,Tokyo Magnitude 8.0,8.01,TV
575,Tsumiki no Ie,8.01,Movie
576,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.01,TV
577,Zombieland Saga Revenge,8.01,TV
578,Touch,8.00,TV
579,Wolf's Rain OVA,8.00,OVA
580,Yofukashi no Uta,8.00,TV
581,Aria the OVA: Arietta,8.00,OVA
582,Clannad,8.00,TV
583,Detective Conan Movie 15: Quarter of Silence,8.00,Movie
584,ef: A Tale of Melodies.,8.00,TV
585,Evangelion: 1.0 You Are (Not) Alone,8.00,Movie
586,Fullmetal Alchemist: Brotherhood Specials,8.00,Special
587,Hachimitsu to Clover,8.00,TV
588,Haikyuu!! Movie 1: Owari to Hajimari,8.00,Movie
589,Hibike! Euphonium,8.00,TV
590,Hololive Alternative,8.00,ONA
591,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.00,TV
592,Kami nomi zo Shiru Sekai: Megami-hen,8.00,TV
593,Kara no Kyoukai Movie: Mirai Fukuin,8.00,Movie
594,Kimi ni Todoke,8.00,TV
595,Kimi wa Houkago Insomnia,8.00,TV
596,Shadows House 2nd Season,8.00,TV
597,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.99,Special
598,Naruto,7.99,TV
599,School Rumble Ni Gakki,7.99,TV
600,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,7.99,Movie
601,Tokyo Revengers,7.99,TV
602,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,7.99,Movie
603,Azumanga Daiou The Animation,7.99,TV
604,Hanada Shounen-shi,7.99,TV
605,Kakushigoto,7.99,TV
606,Boku no Hero Academia the Movie 2: Heroes:Rising,7.98,Movie
607,Code Geass: Hangyaku no Lelouch III - Oudou,7.98,Movie
608,Durarara!!x2 Shou,7.98,TV
609,Eve no Jikan (Movie),7.98,Movie
610,Kimi ni Todoke 2nd Season,7.98,TV
611,Koukaku Kidoutai 2.0,7.98,Movie
612,Maou-jou de Oyasumi,7.98,TV
613,Tate no Yuusha no Nariagari,7.98,TV
614,xxxHOLiC,7.98,TV
615,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.97,Special
616,Akagami no Shirayuki-hime 2nd Season,7.97,TV
617,Durarara!!x2 Ten,7.97,TV
618,Haibane Renmei,7.97,TV
619,High Score Girl II,7.97,TV
620,High Score Girl: Extra Stage,7.97,OVA
621,Mahou Shoujo Lyrical Nanoha A's,7.97,TV
622,Nagi no Asu kara,7.97,TV
623,Ookiku Furikabutte: Natsu no Taikai-hen,7.97,TV
624,ReLIFE,7.97,TV
625,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.97,OVA
626,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.97,OVA
627,Kidou Keisatsu Patlabor 2 the Movie,7.96,Movie
628,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,7.96,OVA
629,Kobayashi-san Chi no Maid Dragon,7.96,TV
630,Love Live! Superstar!!,7.96,TV
631,Major Movie: Yuujou no Winning Shot,7.96,Movie
632,Sakasama no Patema,7.96,Movie
633,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.96,TV
634,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,7.96,OVA
635,Working!!!,7.96,TV
636,Youjo Senki,7.96,TV
637,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,7.96,Special
638,Bungou Stray Dogs Wan!,7.96,TV
639,Dragon Ball,7.96,TV
640,Hokuto no Ken,7.96,TV
641,Aria the Benedizione,7.95,Movie
642,Girls & Panzer: Saishuushou Part 1,7.95,Movie
643,Hyouge Mono,7.95,TV
644,IDOLiSH7 Vibrato,7.95,ONA
645,Kanon (2006),7.95,TV
646,Kobato.,7.95,TV
647,Kurenai no Buta,7.95,Movie
648,Mawaru Penguindrum,7.95,TV
649,Noragami,7.95,TV
650,Tekkon Kinkreet,7.95,Movie
651,Takarajima,7.94,TV
652,Usagi Drop Specials,7.94,Special
653,Wotaku ni Koi wa Muzukashii,7.94,TV
654,Wotaku ni Koi wa Muzukashii OVA,7.94,OVA
655,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.94,Movie
656,Bishoujo Senshi Sailor Moon: Sailor Stars,7.94,TV
657,Doupo Cangqiong 4th Season,7.94,ONA
658,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,TV
659,Full Moon wo Sagashite,7.94,TV
660,Hikaru no Go: Hokuto Hai e no Michi,7.94,Special
661,Kidou Senshi Gundam Thunderbolt,7.94,ONA
662,Kindaichi Shounen no Jikenbo,7.94,TV
663,Macross F Movie 2: Sayonara no Tsubasa,7.94,Movie
664,Macross: Do You Remember Love?,7.94,Movie
665,Non Non Biyori,7.94,TV
666,Nurarihyon no Mago: Sennen Makyou,7.94,TV
667,One Piece Film: Strong World Episode 0,7.94,OVA
668,Osomatsu-san,7.94,TV
669,Phantom: Requiem for the Phantom,7.94,TV
670,Kidou Senshi Gundam Thunderbolt: December Sky,7.93,Movie
671,Kimi to Boku. 2,7.93,TV
672,Kingdom,7.93,TV
673,Kokoro Connect: Michi Random,7.93,Special
674,Log Horizon,7.93,TV
675,Nekomonogatari: Kuro,7.93,TV
676,Promare,7.93,Movie
677,Yowamushi Pedal,7.93,TV
678,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",7.93,Special
679,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.93,Movie
680,Full Metal Panic! The Second Raid,7.93,TV
681,Gochuumon wa Usagi desu ka? Bloom,7.93,TV
682,Hanamonogatari,7.93,TV
683,Hidamari Sketch x Honeycomb,7.93,TV
684,Bleach,7.92,TV
685,Bungou Stray Dogs: Dead Apple,7.92,Movie
686,Darker than Black: Kuro no Keiyakusha Gaiden,7.92,Special
687,Eyeshield 21,7.92,TV
688,Gake no Ue no Ponyo,7.92,Movie
689,Kidou Senshi Gundam: Suisei no Majo,7.92,TV
690,"Komi-san wa, Comyushou desu.",7.92,TV
691,Kono Oto Tomare!,7.92,TV
692,Kuuchuu Buranko,7.92,TV
693,Love Live! The School Idol Movie,7.92,Movie
694,Overlord III,7.92,TV
695,Tamako Love Story,7.92,Movie
696,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.92,TV
697,Trigun: Badlands Rumble,7.92,Movie
698,Vampire Hunter D (2000),7.91,Movie
699,Wu Liuqi: Anying Suming,7.91,ONA
700,Yakitate!! Japan,7.91,TV
701,Yuru Yuri San☆Hai!,7.91,TV
702,Zetsuen no Tempest,7.91,TV
703,City Hunter,7.91,TV
704,Code Geass: Fukkatsu no Lelouch,7.91,Movie
705,Detective Conan OVA 09: The Stranger in 10 Years...,7.91,OVA
706,Final Fantasy VII: Advent Children Complete,7.91,OVA
707,Hanasaku Iroha,7.91,TV
708,Kaleido Star,7.91,TV
709,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,7.91,Special
710,Overlord,7.91,TV
711,Plastic Memories,7.91,TV
712,Quanzhi Gaoshou 2,7.91,ONA
713,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.91,OVA
714,Kidou Senshi Zeta Gundam,7.90,TV
715,Lupin III (2015),7.90,TV
716,Macross,7.90,TV
717,One Piece Film: Gold,7.90,Movie
718,Ore Monogatari!!,7.90,TV
719,Sakigake!! Cromartie Koukou,7.90,TV
720,Shirokuma Cafe,7.90,TV
721,Ushio to Tora (TV) 2nd Season,7.90,TV
722,Vanitas no Karte,7.90,TV
723,Yagate Kimi ni Naru,7.90,TV
724,Yuri!!! on Ice,7.90,TV
725,Zoku Sayonara Zetsubou Sensei,7.90,TV
726,Boku no Hero Academia 4th Season,7.90,TV
727,Date A Live II: Kurumi Star Festival,7.90,OVA
728,Drifters,7.90,TV
729,Ergo Proxy,7.90,TV
730,Gakuen Babysitters,7.90,TV
731,Hidamari Sketch x ☆☆☆,7.90,TV
732,Initial D Third Stage,7.90,Movie
733,Jormungand: Perfect Order,7.90,TV
734,5-toubun no Hanayome Movie,7.89,Movie
735,Aria the Avvenire,7.89,Special
736,Bishoujo Senshi Sailor Moon S,7.89,TV
737,Boku no Hero Academia,7.89,TV
738,Code Geass: Hangyaku no Lelouch I - Koudou,7.89,Movie
739,Death Billiards,7.89,Movie
740,Densetsu Kyojin Ideon: Hatsudou-hen,7.89,Movie
741,ef: A Tale of Memories.,7.89,TV
742,Free! Eternal Summer: Kindan no All Hard!,7.89,Special
743,Ginga Sengoku Gunyuuden Rai,7.89,TV
744,Higurashi no Naku Koro ni,7.89,TV
745,Ie Naki Ko Remy,7.89,TV
746,JoJo no Kimyou na Bouken (TV),7.89,TV
747,Karigurashi no Arrietty,7.89,Movie
748,Kotonoha no Niwa,7.89,Movie
749,Macross F,7.89,TV
750,Mo Dao Zu Shi Q,7.89,ONA
751,Ookiku Furikabutte,7.89,TV
752,Saiunkoku Monogatari,7.89,TV
753,School Rumble,7.89,TV
754,Tennis no Ouji-sama: Zenkoku Taikai-hen,7.89,OVA
755,Tonikaku Kawaii,7.89,TV
756,Umibe no Étranger,7.89,Movie
757,Wan Sheng Jie,7.89,ONA
758,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.88,OVA
759,Terra e... (TV),7.88,TV
760,Cike Wu Liuqi,7.88,ONA
761,Cool Doji Danshi,7.88,TV
762,Detective Conan Movie 02: The Fourteenth Target,7.88,Movie
763,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,7.88,Movie
764,Hoozuki no Reitetsu 2nd Season,7.88,TV
765,Jigoku Shoujo Futakomori,7.88,TV
766,Kami nomi zo Shiru Sekai II,7.88,TV
767,Les Misérables: Shoujo Cosette,7.88,TV
768,Megalo Box,7.88,TV
769,"Natsu e no Tunnel, Sayonara no Deguchi",7.88,Movie
770,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.88,Special
771,Quanzhi Gaoshou,7.88,ONA
772,Shijou Saikyou no Deshi Kenichi OVA,7.88,OVA
773,Space☆Dandy,7.88,TV
774,Kidou Senshi Gundam: Suisei no Majo - Prologue,7.87,Special
775,Machikado Mazoku: 2-choume,7.87,TV
776,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.87,Movie
777,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.87,OVA
778,Osomatsu-san Movie,7.87,Movie
779,Sekaiichi Hatsukoi OVA,7.87,OVA
780,Shingeki no Kyojin OVA,7.87,OVA
781,Summer Ghost,7.87,Movie
782,Top wo Nerae! Gunbuster,7.87,OVA
783,Uma Musume: Pretty Derby - Road to the Top,7.87,ONA
784,Wan Sheng Jie 2,7.87,ONA
785,Zan Sayonara Zetsubou Sensei,7.87,TV
786,BanG Dream! Movie: Poppin' Dream!,7.87,Movie
787,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.87,Movie
788,Carnival Phantasm,7.87,OVA
789,Carole & Tuesday,7.87,TV
790,Dance Dance Danseur,7.87,TV
791,Golden Kamuy,7.87,TV
792,High☆Speed! Movie: Free! Starting Days,7.87,Movie
793,Beelzebub,7.86,TV
794,InuYasha,7.86,TV
795,Lupin III vs. Detective Conan: The Movie,7.86,Movie
796,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.86,Movie
797,Magic Kaito 1412,7.86,TV
798,Musekinin Kanchou Tylor,7.86,TV
799,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.86,Special
800,One Piece Film: Red,7.86,Movie
801,Sayonara Zetsubou Sensei,7.86,TV
802,Seitokai Yakuindomo* OVA,7.86,OVA
803,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.86,Movie
804,Tennis no Ouji-sama,7.86,TV
805,Tomo-chan wa Onnanoko!,7.86,TV
806,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,7.86,TV
807,Tiger & Bunny,7.85,TV
808,Trigun Stampede,7.85,TV
809,Yuru Yuri Nachuyachumi!,7.85,OVA
810,Berserk: Ougon Jidai-hen - Memorial Edition,7.85,TV
811,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.85,Movie
812,Detective Conan Movie 01: The Timed Skyscraper,7.85,Movie
813,Detective Conan Movie 22: Zero the Enforcer,7.85,Movie
814,Douluo Dalu,7.85,ONA
815,Doupo Cangqiong: Nian Fan,7.85,ONA
816,Durarara!! Specials,7.85,Special
817,Gensou Mangekyou: The Memories of Phantasm,7.85,OVA
818,Heartcatch Precure!,7.85,TV
819,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85,TV
820,Hoozuki no Reitetsu OVA,7.85,OVA
821,Hug tto! Precure,7.85,TV
822,Isekai Ojisan,7.85,TV
823,K-On!,7.85,TV
824,K-On!!: Keikaku!,7.85,Special
825,Magi: Sinbad no Bouken (TV),7.85,TV
826,Mahoutsukai no Yome Season 2,7.85,TV
827,New Initial D Movie: Legend 3 - Mugen,7.85,Movie
828,Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.85,OVA
829,Noragami Aragoto OVA,7.85,OVA
830,Paradise Kiss,7.85,TV
831,Sekaiichi Hatsukoi 2,7.85,TV
832,Shen Yin Wangzuo 2nd Season,7.85,ONA
833,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.85,Movie
834,Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,7.84,OVA
835,Michiko to Hatchin,7.84,TV
836,Seihou Bukyou Outlaw Star,7.84,TV
837,Soul Eater,7.84,TV
838,Uchouten Kazoku,7.84,TV
839,Urusei Yatsura 2: Beautiful Dreamer,7.84,Movie
840,Yume-iro Pâtissière,7.84,TV
841,Yuusha-Ou GaoGaiGar,7.84,TV
842,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.84,Movie
843,Beastars,7.84,TV
844,Detective Conan Movie 23: The Fist of Blue Sapphire,7.84,Movie
845,Grisaia no Meikyuu: Caprice no Mayu 0,7.84,Special
846,Hanasaku Iroha Movie: Home Sweet Home,7.84,Movie
847,Id:Invaded,7.84,TV
848,Ie Naki Ko,7.84,TV
849,Jibaku Shounen Hanako-kun,7.84,TV
850,K-On!: Live House!,7.84,Special
851,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.84,OVA
852,91 Days,7.83,TV
853,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.83,Movie
854,BanG Dream! Film Live 2nd Stage,7.83,Movie
855,Break Blade Movie 4: Sanka no Chi,7.83,Movie
856,Capeta,7.83,TV
857,Danshi Koukousei no Nichijou Specials,7.83,Special
858,Gekkan Shoujo Nozaki-kun,7.83,TV
859,Gungrave,7.83,TV
860,Haikyuu!! Riku vs. Kuu,7.83,OVA
861,Kara no Kyoukai Movie 4: Garan no Dou,7.83,Movie
862,Kokoro ga Sakebitagatterunda.,7.83,Movie
863,Oniisama e...,7.83,TV
864,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.83,TV
865,Planetarian: Hoshi no Hito,7.83,Movie
866,Seitokai Yakuindomo Movie,7.83,Movie
867,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,7.83,Movie
868,Suzumiya Haruhi no Yuuutsu,7.83,TV
869,Tanaka-kun wa Itsumo Kedaruge,7.83,TV
870,Tasogare Otome x Amnesia,7.83,TV
871,Tentai Senshi Sunred 2nd Season,7.82,TV
872,Tunshi Xingkong,7.82,ONA
873,Wan Sheng Jie 3,7.82,ONA
874,Working'!!,7.82,TV
875,Wu Shan Wu Xing (2020),7.82,ONA
876,Yuru Yuri♪♪,7.82,TV
877,Bungou Stray Dogs,7.82,TV
878,Flanders no Inu (Movie),7.82,Movie
879,Haikyuu!! (OVA),7.82,OVA
880,Hidamari Sketch x 365,7.82,TV
881,Kidou Senshi Gundam: Senkou no Hathaway,7.82,Movie
882,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,7.82,Special
883,Seto no Hanayome OVA,7.82,OVA
884,Somali to Mori no Kamisama,7.82,TV
885,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,7.81,Movie
886,Kuroko no Basket: Tip Off,7.81,Special
887,Little Witch Academia (TV),7.81,TV
888,Lupin III: The First,7.81,Movie
889,Lupin the IIIrd: Jigen Daisuke no Bohyou,7.81,Movie
890,Mahoujin Guruguru (2017),7.81,TV
891,Mairimashita! Iruma-kun 3rd Season,7.81,TV
892,Owarimonogatari 2nd Season Recaps,7.81,Special
893,Princess Connect! Re:Dive Season 2,7.81,TV
894,Shingeki no Kyojin: Lost Girls,7.81,OVA
895,Slayers Try,7.81,TV
896,Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.81,Movie
897,Aggressive Retsuko (ONA) 3rd Season,7.81,ONA
898,Akachan to Boku,7.81,TV
899,Blue Period,7.81,TV
900,Break Blade Movie 5: Shisen no Hate,7.81,Movie
901,Detective Conan Movie 08: Time Travel of the Silver Sky,7.81,Special
902,Eikoku Koi Monogatari Emma: Molders-hen,7.81,TV
903,Enen no Shouboutai: Ni no Shou,7.81,TV
904,Goku Sayonara Zetsubou Sensei,7.81,OVA
905,Igano Kabamaru,7.81,TV
906,Inu-Ou,7.81,Movie
907,Jungle wa Itsumo Hare nochi Guu,7.81,TV
908,Baby Steps,7.80,TV
909,Beastars 2nd Season,7.80,TV
910,City Hunter 3,7.80,TV
911,Detective Conan Movie 07: Crossroad in the Ancient Capital,7.80,Movie
912,Doraemon (1979),7.80,TV
913,Fate/Grand Carnival,7.80,OVA
914,Go! Princess Precure,7.80,TV
915,Hibike! Euphonium Movie 2: Todoketai Melody,7.80,Movie
916,Hidamari Sketch x ☆☆☆ Specials,7.80,Special
917,InuYasha Movie 3: Tenka Hadou no Ken,7.80,Movie
918,Jormungand,7.80,TV
919,Little Witch Academia,7.80,Movie
920,Lucky☆Star: Original na Visual to Animation,7.80,OVA
921,Magi: Sinbad no Bouken,7.80,OVA
922,Maria-sama ga Miteru 3rd,7.80,OVA
923,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,7.80,Special
924,Ojamajo Doremi Na-i-sho,7.80,OVA
925,Psycho-Pass 3: First Inspector,7.80,ONA
926,Saint☆Oniisan (Movie),7.80,Movie
927,Seikai no Senki II,7.80,TV
928,There She Is!!,7.80,ONA
929,Wolf's Rain,7.80,TV
930,Taishou Otome Otogibanashi,7.79,TV
931,The Last: Naruto the Movie,7.79,Movie
932,Tokyo Ghoul,7.79,TV
933,Tunshi Xingkong 2nd Season,7.79,ONA
934,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,7.79,Movie
935,Coquelicot-zaka kara,7.79,Movie
936,Detective Conan Movie 09: Strategy Above the Depths,7.79,Movie
937,Emiya-san Chi no Kyou no Gohan,7.79,ONA
938,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,7.79,Movie
939,Innocence,7.79,Movie
940,Jungle wa Itsumo Hare nochi Guu Deluxe,7.79,OVA
941,Kekkai Sensen & Beyond,7.79,TV
942,Last Exile,7.79,TV
943,New Initial D Movie: Legend 2 - Tousou,7.79,Movie
944,Shadows House,7.79,TV
945,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.78,TV
946,Macross F Movie 1: Itsuwari no Utahime,7.78,Movie
947,Magic Kaito,7.78,Special
948,Mind Game,7.78,Movie
949,New Initial D Movie: Legend 1 - Kakusei,7.78,Movie
950,Saiyuuki Gaiden,7.78,OVA
951,Seitokai Yakuindomo Movie 2,7.78,Movie
952,Shin Kidou Senki Gundam Wing: Endless Waltz Special,7.78,Movie
953,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,7.78,Movie
954,Violet Evergarden CM,7.78,ONA
955,Yi Nian Yong Heng,7.78,ONA
956,Birdie Wing: Golf Girls' Story Season 2,7.78,TV
957,Break Blade Movie 3: Kyoujin no Ato,7.78,Movie
958,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",7.78,Special
959,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.78,OVA
960,Date A Live IV,7.78,TV
961,Detective Conan Movie 12: Full Score of Fear,7.78,Movie
962,Digimon Adventure: Bokura no War Game!,7.78,Movie
963,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.78,OVA
964,Ginga Tetsudou 999,7.78,TV
965,Gochuumon wa Usagi desu ka??,7.78,TV
966,Gochuumon wa Usagi desu ka?? Dear My Sister,7.78,Movie
967,Jin-Rou,7.78,Movie
968,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),7.78,Movie
969,Akage no Anne,7.77,TV
970,Aria the Crepuscolo,7.77,Movie
971,Crayon Shin-chan,7.77,TV
972,Digimon Adventure,7.77,TV
973,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.77,Special
974,Hadashi no Gen,7.77,Movie
975,"Haikyuu!! vs. ""Akaten""",7.77,OVA
976,Heike Monogatari,7.77,TV
977,Hidamari Sketch x SP,7.77,Special
978,High Score Girl,7.77,TV
979,Hoozuki no Reitetsu,7.77,TV
980,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,7.77,OVA
981,Kumichou Musume to Sewagakari,7.77,TV
982,Love Live! School Idol Project 2nd Season,7.77,TV
983,Lupin III vs. Detective Conan,7.77,Special
984,Lupin III: Part II,7.77,TV
985,Lupin the Third: Mine Fujiko to Iu Onna,7.77,TV
986,Saraiya Goyou,7.77,TV
987,Sekaiichi Hatsukoi: Valentine-hen,7.77,Movie
988,Sonny Boy,7.77,TV
989,The Disappearance of Conan Edogawa: The Worst Two Days in History,7.77,Special
990,Yuru Yuri Nachuyachumi!+,7.77,Special
991,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.76,Movie
992,Texhnolyze,7.76,TV
993,Zan Sayonara Zetsubou Sensei Bangaichi,7.76,OVA
994,Akagami no Shirayuki-hime,7.76,TV
995,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.76,OVA
996,Chuan Shu Zijiu Zhinan,7.76,ONA
997,Colorful (Movie),7.76,Movie
998,Devilman: Crybaby,7.76,ONA
999,Ghost Hunt,7.76,TV
1000,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.76,TV
1001,Grisaia no Rakuen,7.76,TV
1002,Higashi no Eden,7.76,TV
1003,Kidou Senshi Gundam,7.76,TV
1004,Overlord II,7.76,TV
1005,Ranma ½,7.76,TV
1006,Saenai Heroine no Sodatekata ♭,7.76,TV
1007,Seitokai Yakuindomo OVA,7.76,OVA
1008,Shiki Specials,7.76,Special
1009,Kidou Senshi Gundam SEED,7.75,TV
1010,Kokoro Connect,7.75,TV
1011,Kuroko no Basket: Last Game NG-shuu,7.75,Special
1012,Little Witch Academia: Mahoujikake no Parade,7.75,Movie
1013,Mairimashita! Iruma-kun,7.75,TV
1014,Maria-sama ga Miteru 4th,7.75,TV
1015,Saint Seiya,7.75,TV
1016,Saint Seiya: Meiou Hades Meikai-hen,7.75,OVA
1017,Saiyuuki Reload: Burial,7.75,OVA
1018,Shaman King,7.75,TV
1019,Udon no Kuni no Kiniro Kemari,7.75,TV
1020,Ai no Utagoe wo Kikasete,7.75,Movie
1021,BanG Dream! Garupa☆Pico,7.75,ONA
1022,Bishoujo Senshi Sailor Moon Crystal Season III,7.75,TV
1023,Charlotte,7.75,TV
1024,Detective Conan OVA 10: Kid in Trap Island,7.75,OVA
1025,Free! Take Your Marks,7.75,Movie
1026,Genshiken 2,7.75,TV
1027,Gochuumon wa Usagi desu ka?? Sing for You,7.75,OVA
1028,Hataraku Maou-sama!,7.75,TV
1029,Isekai no Seikishi Monogatari,7.75,OVA
1030,Kageki Shoujo!!,7.75,TV
1031,Aggressive Retsuko (ONA) 2nd Season,7.74,ONA
1032,BanG Dream! Garupa☆Pico: Oomori,7.74,ONA
1033,City Hunter '91,7.74,TV
1034,Claymore,7.74,TV
1035,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,7.74,Movie
1036,Detective Conan Movie 24: The Scarlet Bullet,7.74,Movie
1037,Dragon Quest: Dai no Daibouken (2020),7.74,TV
1038,Gakuen Babysitters Special,7.74,Special
1039,Golden Time,7.74,TV
1040,Hibike! Euphonium Movie 3: Chikai no Finale,7.74,Movie
1041,InuYasha: Kuroi Tessaiga,7.74,Special
1042,Kidou Senshi Gundam III: Meguriai Sora-hen,7.74,Movie
1043,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,7.74,Movie
1044,Kyou kara Maou! 3rd Series,7.74,TV
1045,Lucky☆Star,7.74,TV
1046,Mujin Wakusei Survive,7.74,TV
1047,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,7.74,Movie
1048,Shin Kidou Senki Gundam Wing: Endless Waltz,7.74,OVA
1049,Shingeki no Kyojin Movie 1: Guren no Yumiya,7.74,Movie
1050,Shokugeki no Souma: Shin no Sara,7.74,TV
1051,Taiyou no Ko Esteban,7.74,TV
1052,Tentai Senshi Sunred,7.74,TV
1053,Tonikaku Kawaii: Seifuku,7.74,Special
1054,Toshokan Sensou: Kakumei no Tsubasa,7.74,Movie
